"","BusinessID","Friday.close","Friday.open","Tuesday.close","Tuesday.open","Thursday.close","Thursday.open","Wednesday.close","Wednesday.open","Monday.close","Monday.open","Saturday.close","Saturday.open","Sunday.close","Sunday.open","open"
"26","Y2p07YEC8xOsYTHWf0UxiA","21:30","11:30","21:30","17:00","21:30","11:30","21:30","11:30","21:30","17:00","22:00","11:30","21:30","11:30",TRUE
"27","g58NW9q4F09wTMiI7EIjmg","22:00","08:00","22:00","08:00","22:00","08:00","22:00","08:00","22:00","08:00","22:00","08:00",NA,NA,TRUE
"28","83_p9vIqOq1TUIf3_GD7bA","19:00","07:00","19:00","07:00","19:00","07:00","19:00","07:00","19:00","07:00","19:00","08:00","19:00","08:00",TRUE
"29","Ts4xsKPU7FNPPZRj-nRjIg","00:00","11:00","23:00","11:00","23:00","11:00","23:00","11:00",NA,NA,"00:00","12:00","22:00","12:00",FALSE
"30","UtWJ8NGMg-3z28s0RzlUoQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"31","B9C6j80ob0f1pwi1Cnnd1Q","02:00","10:00","01:00","10:00","01:00","10:00","01:00","10:00","01:00","10:00","02:00","10:00","01:00","10:00",TRUE
"32","tvXTHj9V5sgRoeVJW_FiTg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"33","2SwC8wqpZC4B9iFVTgYT9A","23:00","11:30","22:00","11:30","22:00","11:30","22:00","11:30","22:00","11:30","23:00","11:30","21:00","11:00",TRUE
"34","PzG0XmAmtXFs6Fdnubf41g","22:00","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","08:00","16:00","09:00","16:00","09:00",FALSE
"35","lHP5STO7aomlEQixH8m1aA","01:00","11:00","00:00","11:00","02:00","11:00","00:00","11:00","00:00","11:00","00:00","11:00","00:00","11:00",TRUE
"36","-iVcmhjfq79QoTWzrb6pKg","21:00","08:00","21:00","08:00","21:00","08:00","21:00","08:00","21:00","08:00","21:00","08:00","21:00","08:00",TRUE
"37","l_Wey2YC6NvVUIH8vTygGg","23:00","17:00","22:00","17:00","22:00","17:00","22:00","17:00",NA,NA,"23:00","17:00",NA,NA,TRUE
"38","qUeBDN0D8SC93KeAHhiL-g","23:00","17:00","23:00","17:00","23:00","17:00","23:00","17:00","23:00","17:00","23:00","17:00",NA,NA,TRUE
"39","LltDzuzRbAJbSrqD4JH-3A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"40","QIJa5h2d65Bgh82zct7c7A","21:00","05:30","19:00","05:30","19:00","05:30","19:00","05:30","19:00","05:30","21:00","05:30","19:00","05:30",TRUE
"41","Ga0y-XHa4os_VvoHz21bfQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"42","IxQ1ATP_Wg_QujO9nywzcQ","23:00","11:00","22:00","11:00","22:00","11:00","22:00","11:00","22:00","11:00","23:00","11:00","21:00","09:30",TRUE
"43","TyIsuojeKcTb4Acfg7xqew","23:30","11:00","22:30","11:00","22:30","11:00","22:30","11:00","22:30","11:00","23:30","11:00","22:30","12:00",TRUE
"44","oj8bMz76cKXQClpFTFNW9w","15:30","09:00","15:30","09:00","15:30","09:00","15:30","09:00","15:30","09:00","14:30","09:30",NA,NA,TRUE
"45","k1A8pNspBPinGDivxkuDSA","21:00","11:00","21:00","11:00","21:00","11:00","21:00","11:00","21:00","11:00",NA,NA,NA,NA,TRUE
"46","e5DtayybW4jbKcDBwEUmOQ","00:00","07:00","21:00","08:00","23:00","08:00","21:00","08:00","21:00","08:00","00:00","07:00","21:00","07:00",TRUE
"47","q_BKmbdlYfQJroJVHfYMUQ","21:30","11:00","21:00","11:00","21:00","11:00","21:00","11:00","20:00","11:00","21:30","16:00",NA,NA,TRUE
"48","Z101WZaISochG6g7tI2ZVw","00:00","11:00","23:00","11:00","23:00","11:00","23:00","11:00","23:00","11:00","00:00","11:00","22:00","11:00",TRUE
"49","Eixtf79t1_ZKaC-7J2kAWg","23:00","10:00","23:00","10:00","23:00","10:00","23:00","10:00","23:00","10:00","23:00","10:00","22:00","12:00",TRUE
"50","Z0OGW8PysysRXE0dR7QxQQ","20:00","12:00","20:00","12:00","20:00","12:00","20:00","12:00","20:00","12:00","20:00","12:00",NA,NA,TRUE
"51","yfuoL_w76WFVHcGJbw0IIg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"52","AAcw9y30cRuMo0oa8UBiIw",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"53","YUZVBdGmagwXV-yOhR-1GQ","02:00","11:00","02:00","11:00","02:00","11:00","02:00","11:00","02:00","11:00","02:00","11:00","02:00","12:00",TRUE
"54","OIL-eZX8d10jgWPLW-E7zA","01:00","11:00","23:00","11:00","00:00","11:00","00:00","11:00","23:00","11:00","01:00","11:00","23:00","12:00",TRUE
"55","PSlOtPIo28BvWOzdLmRRRQ","23:00","11:00","22:00","11:00","22:00","11:00","22:00","11:00","22:00","11:00","23:00","11:00","21:00","13:00",TRUE
"56","wan0X-oHpLgGTPXqaICZCw","02:00","15:00","02:00","16:00","02:00","15:00","02:00","15:00","02:00","16:00","02:00","15:00",NA,NA,TRUE
"57","QnyzlVMyx0Exri-Lay10cA","23:00","17:00","22:00","17:00","22:00","17:00","22:00","17:00","22:00","17:00","23:00","11:30","21:00","12:30",FALSE
"58","81sqVj0xHyJXGYT0ip5fmQ","23:00","11:00","22:00","11:00","22:00","11:00","22:00","11:00","22:00","11:00","23:00","11:00","21:30","12:00",TRUE
"59","93UCt9OgWYmypZCpXtUu8g","00:30","11:00","00:30","11:00","00:30","11:00","00:30","11:00","00:30","11:00","00:30","11:00","00:30","11:00",TRUE
"60","ORTRrw3ClZ0Ld0LgY1H_5g","00:00","00:00","00:00","00:00","00:00","00:00","00:00","00:00","00:00","00:00","00:00","00:00","00:00","00:00",TRUE
"61","5Udv4CASAXB2eH66TefWPQ","02:00","11:00","02:00","11:00","02:00","11:00","02:00","11:00","02:00","11:00","02:00","08:00","02:00","08:00",TRUE
"62","2Igiyhi82R8_QaaPplRmCw","15:00","06:00","15:00","06:00","15:00","06:00","15:00","06:00","13:00","07:00","15:00","06:00","14:00","08:00",TRUE
"63","Cex2R008tMFg8R5fAtf77w","00:00","11:00","23:00","11:00","23:00","11:00","23:00","11:00","23:00","11:00","23:00","11:00","21:00","11:00",TRUE
"64","n7G2XFGvmS3duDJ4AzjKiQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"65","qemCNgjeYGcFsRwxW9x4xw","01:30","11:00","23:30","11:00","23:30","11:00","23:30","11:00","23:30","11:00","01:30","09:00","23:30","09:00",TRUE
"66","2X5G4Ujq0s4Wfn4TC7gX0g","00:00","11:00","23:00","11:00","00:00","11:00","23:00","11:00","23:00","11:00","00:00","11:00","23:00","11:00",TRUE
"67","XQ7elqSFIRogvqpiTZz-Wg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"68","DzOPHyrG2XuVqKEvHCnN7w","23:30","08:00","22:30","08:00","22:30","08:00","22:30","08:00","22:30","08:00","23:30","08:00","22:30","10:00",TRUE
"69","nqRNOug4OMrYTTZg-qLxXA","22:00","11:00","21:00","11:00","21:00","11:00","21:00","11:00","21:00","11:00","22:00","11:00","21:00","12:00",TRUE
"70","h3la53L9-OX_HlfeAySh0Q",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"71","1vQLTKwmcmZXtNzfKEvMmA","23:00","11:30","22:00","11:30","22:00","11:30","22:00","11:30","22:00","11:30","23:00","12:00","21:00","12:00",TRUE
"72","hhNlQWaKqGbMPoeZHoL-IQ","00:00","11:00","23:00","11:00","23:00","11:00","23:00","11:00","23:00","11:00","00:00","11:00","22:00","11:00",TRUE
"73","SgQYRICpMdWCmY7wM2Cmcw","00:00","11:00","23:00","11:00","23:00","11:00","23:00","11:00","23:00","11:00","01:00","11:00","23:00","11:00",FALSE
"74","sNmQJQWEVGheCnw5Tf4Phg","21:00","06:00","21:00","06:00","21:00","06:00","21:00","06:00","21:00","06:00","21:00","07:00","20:00","07:00",TRUE
"75","jrSGpWnVJy8jqgN6XSC7Nw","22:00","11:00","22:00","11:00","22:00","11:00","22:00","11:00","22:00","11:00","22:00","16:00",NA,NA,TRUE
"76","KZXtzoI84iI1CEcAnD7OPA","01:00","11:00","00:00","11:00","00:00","11:00","00:00","11:00","00:00","11:00","01:00","11:00","22:00","12:00",TRUE
"77","zpNGtjBlIkDq_PLGSCPlAg","23:00","11:00","22:00","11:00","22:00","11:00","22:00","11:00","22:00","11:00","23:00","11:00","22:00","11:00",TRUE
"78","FtjvnLhh51ZBYEpKAARaFQ","01:00","11:00","00:00","11:00","00:00","11:00","00:00","11:00","00:00","11:00","02:00","11:00","23:00","11:00",TRUE
"79","z4cCguoHdU48pj6sXMIzqg","23:00","11:00","23:00","11:00","23:00","11:00","23:00","11:00","23:00","11:00","23:00","16:00","23:00","16:00",FALSE
"80","sbTF0cLKZH6_BP8BLARVDg","00:00","16:00","23:00","16:00","23:00","16:00","23:00","16:00","23:00","16:00","00:00","17:00",NA,NA,FALSE
"81","OxIeMVcop5oxBUWANi-1Rw","02:00","11:30","01:00","11:30","02:00","11:30","02:00","11:30","00:00","11:30","02:00","15:00","19:00","15:00",TRUE
"82","imzKM9-mgN1Yk_RIXx3IgA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"83","IEHaU93HpEbdUO4z4bKzDw",NA,NA,NA,NA,NA,NA,NA,NA,"12:00","00:00",NA,NA,NA,NA,FALSE
"84","NeUf9FyCCIN4MEseNyqkXQ","00:00","11:00","00:00","11:00","00:00","11:00","00:00","11:00","00:00","11:00","00:00","11:00","00:00","11:00",TRUE
"85","buVALudg30kgkDusqB3yJw","16:00","09:00","16:00","09:00","16:00","09:00","16:00","09:00","16:00","09:00","17:00","09:00","15:00","10:00",TRUE
"86","wHi8ODv7TGmeUB02XoX-mA","02:00","11:00","00:00","11:00","00:00","11:00","00:00","11:00","00:00","11:00","02:00","11:00","00:00","11:00",TRUE
"87","WXpi9z1bqF9raZSW8z70Ow","00:00","10:30","00:00","10:30","00:00","10:30","00:00","10:30","00:00","10:30","00:00","11:00","19:00","11:00",TRUE
"88","DhDNNHZtaBxYNSqJz64ixg","20:00","10:30","20:00","10:30","20:00","10:30","20:00","10:30","20:00","10:30",NA,NA,NA,NA,TRUE
"89","PxP19Rb88OQKiSMl2oWNsg","22:30","11:00","22:30","11:00","22:30","11:00","22:30","11:00","22:30","11:00","22:30","11:00","22:30","11:00",TRUE
"90","9mwShpTgZofOujt4JfyGmw","23:00","11:00","22:00","11:00","22:00","11:00","22:00","11:00","22:00","11:00","23:00","11:00","22:00","11:00",TRUE
"91","90Fqfzd8zD9AuuNBSv9lAg","23:00","17:00","22:00","17:00","22:00","17:00","22:00","17:00","22:00","17:00","23:00","17:00","22:00","17:00",TRUE
"92","pvGT62T6Ci1LKOS9DL42pg","16:00","10:00","16:00","10:00","16:00","10:00","16:00","10:00","16:00","10:00",NA,NA,NA,NA,TRUE
"93","A2XkbJ07hrR80t0EFgLikQ","20:00","06:00","20:00","06:00","20:00","06:00","20:00","06:00","20:00","06:00",NA,NA,NA,NA,FALSE
"94","L5387MoRyx9orlRyYfCSPA","18:00","08:00","17:30","08:00","17:30","08:00","17:30","08:00","17:30","08:00","17:00","08:00","16:00","09:00",TRUE
"95","dHDi4wCcjsOR6vcZ8oOIoA","22:30","11:30","22:00","17:00","22:00","17:00","22:00","17:00","21:00","17:00","22:30","11:30","21:00","12:00",TRUE
"96","41CXLCeB8z2oNdIOvnrzIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"97","l2gPB9mqiHSbpwSUa7zrjg","22:00","11:30","21:00","11:30","21:00","11:30","21:00","11:30","14:00","11:30","22:00","11:30","19:30","14:30",FALSE
"98","l-OmDgEd4QkZpyXVpkp2yA","22:00","11:00","22:00","11:00","22:00","11:00","22:00","11:00","22:00","11:00","18:00","11:00",NA,NA,TRUE
"99","0FgwBx7pgmNdUtsd_T8UYQ","23:00","11:30","22:00","11:30","22:00","11:30","22:00","11:30","22:00","11:30","23:00","17:00","21:00","17:00",TRUE
"100","SzHTdZR3yY1WBYUxkVxmUQ","22:00","11:00","21:00","11:00","22:00","11:00","22:00","11:00","21:00","11:00","22:00","16:00",NA,NA,FALSE
"101","xgcZN3F2f9LxLASQK_xzhw","17:00","09:00","17:00","09:00","17:00","09:00","17:00","09:00","17:00","09:00","16:00","10:00",NA,NA,TRUE
"102","uUorjstNslr3gkIsVGtQAg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"103","Bza-l75OiKcMRmTYILpyfQ","17:00","10:00","17:00","10:00","17:00","10:00","17:00","10:00","17:00","10:00","15:00","11:00",NA,NA,TRUE
"104","1E53rS8afK2jiLod8Jwy7A","21:30","13:30","21:30","13:30","21:30","13:30","21:30","13:30","21:30","13:30","21:30","12:00","21:00","12:00",TRUE
"105","AH1PrZQDIdjpKgy1z8XxUg","15:00","10:30","16:30","10:30","16:30","10:30","16:30","10:30","16:30","10:30",NA,NA,NA,NA,TRUE
"106","XmdTkxKyJd7TuDLoiic1kg","22:00","11:30","21:00","11:30","21:00","11:30","21:00","11:30","21:00","11:30","22:00","11:00","21:00","11:00",TRUE
"107","nBl_NeArpL08MpoghDiA_A","02:00","10:00","01:00","10:00","01:00","10:00","01:00","10:00","01:00","10:00","02:00","10:00","01:00","11:00",TRUE
"108","J011r7mUV1QhgLJ7GkrtMw","20:00","10:00","17:00","10:00","17:00","10:00","17:00","10:00","17:00","10:00","17:00","10:00",NA,NA,TRUE
"109","-KQ283hJkBO12u8XOrlCcQ","22:00","10:00","22:00","10:00","22:00","10:00","22:00","10:00","22:00","10:00","22:00","10:00","19:00","11:00",TRUE
"110","SvoJ3Y3uqDfB4iGUaWXh8Q","02:00","09:00","01:00","10:00","01:00","10:00","01:00","10:00","01:00","10:00","02:00","10:00","01:00","10:00",TRUE
"111","6xEl2PDJulIp1PfWqa7-aA","02:00","11:30","01:00","11:30","01:00","11:30","01:00","11:30",NA,NA,"02:00","11:30",NA,NA,TRUE
"112","GQloL8yRHymE0SGZq-B0zQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"113","Lm_mR5xDF91OeZw97ch41g","22:00","11:00","21:30","11:00","21:30","11:00","21:30","11:00","21:30","11:00","22:00","12:00","21:00","12:00",FALSE
"114","KnlNwiIELDWAR686Bk2WJg","22:00","11:00","22:00","11:00","22:00","11:00","22:00","11:00","22:00","11:00","22:00","11:00","22:00","11:00",TRUE
"115","XzaJf6WzpU7RsXTXzx72Xg","00:00","11:30","22:00","11:30","23:00","11:30","23:00","11:30","22:00","11:30","00:00","17:00","22:00","17:00",TRUE
"116","PTS4MxQel-xzj5qWxVn3LQ","23:00","11:00","23:00","11:00","23:00","11:00","23:00","11:00","23:00","11:00","23:00","11:00",NA,NA,TRUE
"117","IvgKdlte_JNdd17XRxkOrg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"118","bDK_jzy3Shx7jfn8_plNoA","00:00","11:00","23:00","11:00","23:00","11:00","23:00","11:00","23:00","11:00","00:00","11:00","21:00","13:00",TRUE
"119","PhIGoo9g6GBrqgH_6yZXXQ","22:00","17:00","22:00","17:00","22:00","17:00","22:00","17:00","22:00","17:00","22:00","17:00",NA,NA,TRUE
"120","uBW3PIKqc-_eyG1_vdJn1w","22:00","17:00",NA,NA,"21:00","17:00","21:00","17:00","21:00","17:00","22:00","11:00","20:00","12:00",TRUE
"121","DsxLIr-b6WlDn9YNsVBu_A","18:00","09:00","18:00","09:00","18:00","09:00","18:00","09:00","18:00","09:00","18:00","09:00",NA,NA,TRUE
"122","FD6OocZdFUfE2J5H0WN4fA","20:00","11:00","17:00","11:00","17:00","11:00","17:00","11:00","17:00","11:00",NA,NA,NA,NA,TRUE
"123","LN3OCT1xOedbf65xKzFSNw","22:30","17:00","22:00","17:00","22:00","17:00","22:00","17:00","22:00","17:00","22:30","17:00","22:00","17:00",TRUE
"124","tQpYnf3P3Q_OQLYYJvlV-A","02:00","11:00","02:00","16:00","02:00","16:00","02:00","16:00","02:00","16:00","02:00","12:00",NA,NA,TRUE
"125","KH6stvNdq_aV0HvKw8P5yA","18:00","08:00","18:00","08:00","18:00","08:00","18:00","08:00","18:00","08:00","18:00","08:00","13:30","08:00",TRUE
"126","dxCqGkhtXq-9fYEsX7Mf6Q","22:00","10:00","22:00","10:00","22:00","10:00","22:00","10:00",NA,NA,"22:00","10:00","21:00","11:00",TRUE
"127","--UE_y6auTgq3FXlvUMkbw","00:00","00:00","22:00","06:00","00:00","00:00","00:00","00:00","22:00","06:00","00:00","00:00","22:00","00:00",TRUE
"128","YTqSkgOiiI9HG3hNH7ovfg","22:00","11:00",NA,NA,"21:00","11:00","21:00","11:00",NA,NA,"22:00","13:00","21:00","13:00",TRUE
"129","vgXE1I7c9ElcfYyZfQiN1Q","23:00","11:00","23:00","11:00","23:00","11:00","23:00","11:00","23:00","11:00","23:00","11:00","23:00","11:00",TRUE
"130","-Nanlb7SYXObqQ6dZ49UOg","02:00","11:00","02:00","11:00","02:00","11:00","02:00","11:00","02:00","11:00","02:00","11:00","21:00","14:00",TRUE
"131","3zgswf_NfBJpeAoWeTkgMA","02:00","15:30","02:00","15:30","02:00","15:30","02:00","15:30","02:00","15:30","02:00","15:30","02:00","11:30",TRUE
"132","uOwuJJhGaiAzuaDY7-o14g","22:00","10:30","22:00","10:30","22:00","10:30","22:00","10:30","22:00","10:30","22:00","11:00","22:00","11:00",TRUE
"133","7XXmky6YYjsvKFwho_eavg","02:00","11:00","02:00","11:00","02:00","11:00","02:00","11:00","02:00","11:00","02:00","10:00","02:00","11:00",TRUE
"134","o_wRqOpli9kyZGXlJtLLdA","15:30","08:00","15:30","08:00","15:30","08:00","15:30","08:00","15:30","08:00","15:30","08:00","15:00","08:00",FALSE
"135","5MChfa-jZfMo3vBpolkSbw","23:00","11:00","22:00","11:00","22:00","11:00","22:00","11:00","22:00","11:00","23:00","11:00","22:00","11:00",TRUE
"136","sxeuOMBRllOHXJTaUlI9kQ","22:30","17:00","21:30","17:00","22:00","17:00","22:00","17:00",NA,NA,"22:30","12:00","21:30","12:00",TRUE
"137","ptmsW2SSeFD2I6vspJs0lQ","02:00","11:00","00:00","11:00","00:00","11:00","00:00","11:00","00:00","11:00","02:00","08:30","00:00","08:30",TRUE
"138","r8jeeS3k_diihMDSu9IjlA","03:00","11:00","01:00","11:00","01:00","11:00","01:00","11:00","01:00","11:00","03:00","11:00","01:00","11:00",TRUE
"139","cH8I7JgPXcrcutT1a3YrjQ","20:00","11:00","20:00","11:00","20:00","11:00","20:00","11:00","20:00","11:00","20:00","11:00","18:00","13:00",FALSE
"140","dQjaHoo89bLymdMm4S5_1g","02:00","09:00","02:00","09:00","02:00","09:00","02:00","09:00","02:00","09:00","02:00","11:00","02:00","11:00",TRUE
"141","gCiKiqPGAC_ZVt5bBcwnrw","19:00","08:00","19:00","08:00","19:00","08:00","19:00","08:00","19:00","08:00","18:00","08:00","16:00","10:00",TRUE
"142","UjJMQguryo1jypomvOCZgg","21:00","11:30","20:30","11:30","20:30","11:30","20:30","11:30","20:30","11:30","21:00","12:00","19:30","12:30",TRUE
"143","vWnwaD-kykqiEc2Q0hbYsw",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"144","cESul2ojJOjadz-7BKB5eg","02:00","11:00","02:00","11:00","02:00","11:00","02:00","11:00","02:00","11:00","02:00","11:00","22:00","10:00",TRUE
"145","hbFCv2Rginf9zjai-lKUNg","23:00","11:30","22:00","11:30","22:00","11:30","22:00","11:30","22:00","11:30","23:00","11:30","21:00","12:00",TRUE
"146","vs3UrHaSnzFOxmFU2UAfxQ","23:00","11:30","22:00","11:30","22:00","11:30","22:00","11:30","22:00","11:30","23:00","11:30","21:00","12:00",TRUE
"147","6-rJjW6ITl5o_FliiNgZRA","23:00","12:00","22:00","12:00","22:00","12:00","22:00","12:00","22:00","12:00","23:00","12:00","21:00","12:00",TRUE
"148","mPlWLIA4pkHMRtlQDm6UyQ","22:30","17:00","21:30","17:00","21:30","17:00","21:30","17:00","21:30","17:00","22:30","17:00","21:30","16:00",TRUE
"149","sa3xqElJEv97MazozLeszw",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"150","MkrQV_nyxyC1F5ut5KxDMQ","22:00","07:00","21:00","07:00","21:00","07:00","21:00","07:00","21:00","07:00","22:00","07:00","20:00","07:00",TRUE
"151","jJfTh2O3M2Q716akd9Dr9w","02:00","15:00","02:00","16:00","02:00","16:00","02:00","16:00","02:00","16:00","02:00","12:00","02:00","12:00",TRUE
"152","9SPwF-vRgtuHxciFxv5YLA","23:00","17:00","22:00","17:00","22:00","17:00","22:00","17:00","22:00","17:00","23:00","17:00",NA,NA,TRUE
"153","Cy9XgM3ZG2jZ1ganvolb6Q","22:30","17:00","21:30","17:00","21:30","17:00","21:30","17:00",NA,NA,"22:30","17:00",NA,NA,TRUE
"154","rgmptwPbBH1wLpiBHcbIhA","02:00","11:30","02:00","11:30","02:00","11:30","02:00","11:30","02:00","11:30","02:00","11:00","14:00","10:00",TRUE
"155","i_nkxbd7feg44QkdbG05UA","00:00","11:00","22:00","11:00","22:00","11:00","22:00","11:00","22:00","11:00","00:00","11:00","22:00","11:00",FALSE
"156","vSZDiKiF8vf9zt_BcDL7GQ","02:00","11:00","02:00","11:00","02:00","11:00","02:00","11:00","02:00","11:00","02:00","11:00","02:00","12:00",TRUE
"157","DkX3YoxhH4uADsgVgQThew","02:00","11:00","02:00","11:00","02:00","11:00","02:00","11:00","02:00","11:00","02:00","10:00","02:00","10:00",TRUE
"158","sQWSHCIH_HUT4HUXaxDaBA","18:00","05:30","18:00","05:30","18:00","05:30","18:00","05:30","18:00","05:30","18:00","06:00","17:00","06:00",TRUE
"159","rUQfZOengMpXFkLvJrNJ3g",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"160","Oq5MyNxNi-xuXdPOWR9O_g",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"161","xgK6AAhJ-cYBUCSaLzgTuw","23:00","11:30","22:00","11:30","22:00","11:30","22:00","11:30",NA,NA,"23:00","11:30","21:00","16:00",TRUE
"162","Z-BI5HJmC2HcpiVuXwVM3A","20:30","10:00","20:30","10:00","20:30","10:00","20:30","10:00","20:30","10:00","20:30","10:00","15:00","10:00",TRUE
"163","kxZIebwbpe_ddry6EKMdCg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"164","TxKmAsKQjND5vbhBdUSyIA","16:00","08:00","16:00","08:00","16:00","08:00","16:00","08:00","16:00","08:00","16:00","08:00","15:00","08:00",TRUE
"165","cmGR1HS9ms233roSllcglw","17:00","09:00","17:00","09:00","17:00","09:00","17:00","09:00",NA,NA,"16:00","10:00","16:00","10:00",FALSE
